x_coord,y_coord,z_coord
-5.55112e-17,-0.230912,0
0,-0.240647,0
-5.55112e-17,-0.250382,0
-5.55112e-17,-0.260117,0
0,-0.269853,0
5.55112e-17,-0.279588,0
0,-0.289323,0
0,-0.299059,0
5.55112e-17,-0.308794,0
0,-0.318529,0
0,-0.328264,0
5.55112e-17,-0.338,0
1.11022e-16,-0.347735,0
-2.77556e-17,-0.35747,0
5.55112e-17,-0.367206,0
0,-0.376941,0
-5.55112e-17,-0.386676,0
5.55112e-17,-0.396412,0
0,-0.406147,0
-5.55112e-17,-0.415882,0
0,-0.425617,0
-1.38778e-16,-0.435353,0
-5.55112e-17,-0.445088,0
0,-0.454823,0
-1.38778e-16,-0.464559,0
-8.32667e-17,-0.474294,0
0,-0.484029,0
-1.38778e-16,-0.493765,0
-8.32667e-17,-0.5035,0
0,-0.513235,0
1.11022e-16,-0.52297,0
1.11022e-16,-0.532706,0
-2.77556e-17,-0.542441,0
-5.55112e-17,-0.552176,0
1.11022e-16,-0.561912,0
-2.77556e-17,-0.571647,0
-5.55112e-17,-0.581382,0
1.11022e-16,-0.591118,0
0,-0.600853,0
-5.55112e-17,-0.610588,0
0,-0.620323,0
-5.55112e-17,-0.630059,0
5.55112e-17,-0.639794,0
0,-0.649529,0
5.55112e-17,-0.659265,0
0,-0.669,0
-1.11022e-16,-0.678735,0
5.55112e-17,-0.68847,0
0,-0.698206,0
0,-0.707941,0
5.55112e-17,-0.717676,0
0,-0.727412,0
-1.11022e-16,-0.737147,0
0,-0.746882,0
0,-0.756618,0
0,-0.766353,0
1.11022e-16,-0.776088,0
0,-0.785823,0
-5.55112e-17,-0.795559,0
0,-0.805294,0
-5.55112e-17,-0.815029,0
-5.55112e-17,-0.824765,0
1.66533e-16,-0.8345,0
-1.66533e-16,-0.844235,0
-5.55112e-17,-0.853971,0
0,-0.863706,0
0,-0.873441,0
0,-0.883176,0
0,-0.892912,0
5.55112e-17,-0.902647,0
1.66533e-16,-0.912382,0
-1.66533e-16,-0.922118,0
5.55112e-17,-0.931853,0
5.55112e-17,-0.941588,0
0,-0.951324,0
5.55112e-17,-0.961059,0
0,-0.970794,0
-1.66533e-16,-0.980529,0
0,-0.990265,0
0,-1,0
-0.01,-0.0270791,0
-0.0103,-0.0368003,0
-0.0106,-0.0465215,0
-0.0109,-0.0562427,0
-0.0112,-0.0659639,0
-0.0115,-0.0756851,0
-0.0118,-0.0854063,0
-0.0121,-0.0951275,0
-0.0124,-0.104849,0
-0.0127,-0.11457,0
-0.013,-0.124291,0
-0.0133,-0.134012,0
-0.0136,-0.143734,0
-0.0139,-0.153455,0
-0.0142,-0.163176,0
-0.0145,-0.172897,0
-0.0148,-0.182618,0
-0.0151,-0.19234,0
-0.0154,-0.202061,0
-0.0157,-0.211782,0
-0.016,-0.221503,0
-0.0163,-0.231224,0
-0.0166,-0.240946,0
-0.0169,-0.250667,0
-0.0172,-0.260388,0
-0.0175,-0.270109,0
-0.0178,-0.27983,0
-0.0181,-0.289552,0
-0.0184,-0.299273,0
-0.0187,-0.308994,0
-0.019,-0.318715,0
-0.0193,-0.328436,0
-0.0196,-0.338158,0
-0.0199,-0.347879,0
-0.0202,-0.3576,0
-0.0205,-0.367321,0
-0.0208,-0.377042,0
-0.0211,-0.386764,0
-0.0214,-0.396485,0
-0.0217,-0.406206,0
-0.022,-0.415927,0
-0.0223,-0.425649,0
-0.0226,-0.43537,0
-0.0229,-0.445091,0
-0.0232,-0.454812,0
-0.0235,-0.464533,0
-0.0238,-0.474255,0
-0.0241,-0.483976,0
-0.0244,-0.493697,0
-0.0247,-0.503418,0
-0.025,-0.513139,0
-0.0253,-0.522861,0
-0.0256,-0.532582,0
-0.0259,-0.542303,0
-0.0262,-0.552024,0
-0.0265,-0.561745,0
-0.0268,-0.571467,0
-0.0271,-0.581188,0
-0.0274,-0.590909,0
-0.0277,-0.60063,0
-0.028,-0.610351,0
-0.0283,-0.620073,0
-0.0286,-0.629794,0
-0.0289,-0.639515,0
-0.0292,-0.649236,0
-0.0295,-0.658957,0
-0.0298,-0.668679,0
-0.0301,-0.6784,0
-0.0304,-0.688121,0
-0.0307,-0.697842,0
-0.031,-0.707563,0
-0.0313,-0.717285,0
-0.0316,-0.727006,0
-0.0319,-0.736727,0
-0.0322,-0.746448,0
-0.0325,-0.75617,0
-0.0328,-0.765891,0
-0.0331,-0.775612,0
-0.0334,-0.785333,0
-0.0337,-0.795054,0
-0.034,-0.804776,0
-0.0343,-0.814497,0
-0.0346,-0.824218,0
-0.0349,-0.833939,0
-0.0352,-0.84366,0
-0.0355,-0.853382,0
-0.0358,-0.863103,0
-0.0361,-0.872824,0
-0.0364,-0.882545,0
-0.0367,-0.892266,0
-0.037,-0.901988,0
-0.0373,-0.911709,0
-0.0376,-0.92143,0
-0.0379,-0.931151,0
-0.0382,-0.940872,0
-0.0385,-0.950594,0
-0.0388,-0.960315,0
-0.0391,-0.970036,0
-0.0394,-0.979757,0
-0.0397,-0.989478,0
-0.04,-0.9992,0
-0.02,-0.0276411,0
-0.0206,-0.0373326,0
-0.0212,-0.0470242,0
-0.0218,-0.0567157,0
-0.0224,-0.0664073,0
-0.023,-0.0760988,0
-0.0236,-0.0857903,0
-0.0242,-0.0954819,0
-0.0248,-0.105173,0
-0.0254,-0.114865,0
-0.026,-0.124556,0
-0.0266,-0.134248,0
-0.0272,-0.14394,0
-0.0278,-0.153631,0
-0.0284,-0.163323,0
-0.029,-0.173014,0
-0.0296,-0.182706,0
-0.0302,-0.192397,0
-0.0308,-0.202089,0
-0.0314,-0.21178,0
-0.032,-0.221472,0
-0.0326,-0.231163,0
-0.0332,-0.240855,0
-0.0338,-0.250546,0
-0.0344,-0.260238,0
-0.035,-0.26993,0
-0.0356,-0.279621,0
-0.0362,-0.289313,0
-0.0368,-0.299004,0
-0.0374,-0.308696,0
-0.038,-0.318387,0
-0.0386,-0.328079,0
-0.0392,-0.33777,0
-0.0398,-0.347462,0
-0.0404,-0.357153,0
-0.041,-0.366845,0
-0.0416,-0.376536,0
-0.0422,-0.386228,0
-0.0428,-0.39592,0
-0.0434,-0.405611,0
-0.044,-0.415303,0
-0.0446,-0.424994,0
-0.0452,-0.434686,0
-0.0458,-0.444377,0
-0.0464,-0.454069,0
-0.047,-0.46376,0
-0.0476,-0.473452,0
-0.0482,-0.483143,0
-0.0488,-0.492835,0
-0.0494,-0.502526,0
-0.05,-0.512218,0
-0.0506,-0.52191,0
-0.0512,-0.531601,0
-0.0518,-0.541293,0
-0.0524,-0.550984,0
-0.053,-0.560676,0
-0.0536,-0.570367,0
-0.0542,-0.580059,0
-0.0548,-0.58975,0
-0.0554,-0.599442,0
-0.056,-0.609133,0
-0.0566,-0.618825,0
-0.0572,-0.628516,0
-0.0578,-0.638208,0
-0.0584,-0.6479,0
-0.059,-0.657591,0
-0.0596,-0.667283,0
-0.0602,-0.676974,0
-0.0608,-0.686666,0
-0.0614,-0.696357,0
-0.062,-0.706049,0
-0.0626,-0.71574,0
-0.0632,-0.725432,0
-0.0638,-0.735123,0
-0.0644,-0.744815,0
-0.065,-0.754506,0
-0.0656,-0.764198,0
-0.0662,-0.773889,0
-0.0668,-0.783581,0
-0.0674,-0.793273,0
-0.068,-0.802964,0
-0.0686,-0.812656,0
-0.0692,-0.822347,0
-0.0698,-0.832039,0
-0.0704,-0.84173,0
-0.071,-0.851422,0
-0.0716,-0.861113,0
-0.0722,-0.870805,0
-0.0728,-0.880496,0
-0.0734,-0.890188,0
-0.074,-0.899879,0
-0.0746,-0.909571,0
-0.0752,-0.919263,0
-0.0758,-0.928954,0
-0.0764,-0.938646,0
-0.077,-0.948337,0
-0.0776,-0.958029,0
-0.0782,-0.96772,0
-0.0788,-0.977412,0
-0.0794,-0.987103,0
-0.08,-0.996795,0
-0.03,-0.0281535,0
-0.0309,-0.0377997,0
-0.0318,-0.0474459,0
-0.0327,-0.0570921,0
-0.0336,-0.0667383,0
-0.0345,-0.0763845,0
-0.0354,-0.0860307,0
-0.0363,-0.0956769,0
-0.0372,-0.105323,0
-0.0381,-0.114969,0
-0.039,-0.124616,0
-0.0399,-0.134262,0
-0.0408,-0.143908,0
-0.0417,-0.153554,0
-0.0426,-0.1632,0
-0.0435,-0.172847,0
-0.0444,-0.182493,0
-0.0453,-0.192139,0
-0.0462,-0.201785,0
-0.0471,-0.211431,0
-0.048,-0.221078,0
-0.0489,-0.230724,0
-0.0498,-0.24037,0
-0.0507,-0.250016,0
-0.0516,-0.259662,0
-0.0525,-0.269309,0
-0.0534,-0.278955,0
-0.0543,-0.288601,0
-0.0552,-0.298247,0
-0.0561,-0.307893,0
-0.057,-0.31754,0
-0.0579,-0.327186,0
-0.0588,-0.336832,0
-0.0597,-0.346478,0
-0.0606,-0.356124,0
-0.0615,-0.365771,0
-0.0624,-0.375417,0
-0.0633,-0.385063,0
-0.0642,-0.394709,0
-0.0651,-0.404355,0
-0.066,-0.414002,0
-0.0669,-0.423648,0
-0.0678,-0.433294,0
-0.0687,-0.44294,0
-0.0696,-0.452586,0
-0.0705,-0.462233,0
-0.0714,-0.471879,0
-0.0723,-0.481525,0
-0.0732,-0.491171,0
-0.0741,-0.500817,0
-0.075,-0.510464,0
-0.0759,-0.52011,0
-0.0768,-0.529756,0
-0.0777,-0.539402,0
-0.0786,-0.549049,0
-0.0795,-0.558695,0
-0.0804,-0.568341,0
-0.0813,-0.577987,0
-0.0822,-0.587633,0
-0.0831,-0.59728,0
-0.084,-0.606926,0
-0.0849,-0.616572,0
-0.0858,-0.626218,0
-0.0867,-0.635864,0
-0.0876,-0.645511,0
-0.0885,-0.655157,0
-0.0894,-0.664803,0
-0.0903,-0.674449,0
-0.0912,-0.684095,0
-0.0921,-0.693742,0
-0.093,-0.703388,0
-0.0939,-0.713034,0
-0.0948,-0.72268,0
-0.0957,-0.732326,0
-0.0966,-0.741973,0
-0.0975,-0.751619,0
-0.0984,-0.761265,0
-0.0993,-0.770911,0
-0.1002,-0.780557,0
-0.1011,-0.790204,0
-0.102,-0.79985,0
-0.1029,-0.809496,0
-0.1038,-0.819142,0
-0.1047,-0.828788,0
-0.1056,-0.838435,0
-0.1065,-0.848081,0
-0.1074,-0.857727,0
-0.1083,-0.867373,0
-0.1092,-0.877019,0
-0.1101,-0.886666,0
-0.111,-0.896312,0
-0.1119,-0.905958,0
-0.1128,-0.915604,0
-0.1137,-0.92525,0
-0.1146,-0.934897,0
-0.1155,-0.944543,0
-0.1164,-0.954189,0
-0.1173,-0.963835,0
-0.1182,-0.973481,0
-0.1191,-0.983128,0
-0.12,-0.992774,0
-0.04,-0.0286127,0
-0.0412,-0.0381977,0
-0.0424,-0.0477827,0
-0.0436,-0.0573678,0
-0.0448,-0.0669528,0
-0.046,-0.0765379,0
-0.0472,-0.0861229,0
-0.0484,-0.095708,0
-0.0496,-0.105293,0
-0.0508,-0.114878,0
-0.052,-0.124463,0
-0.0532,-0.134048,0
-0.0544,-0.143633,0
-0.0556,-0.153218,0
-0.0568,-0.162803,0
-0.058,-0.172388,0
-0.0592,-0.181973,0
-0.0604,-0.191558,0
-0.0616,-0.201143,0
-0.0628,-0.210728,0
-0.064,-0.220314,0
-0.0652,-0.229899,0
-0.0664,-0.239484,0
-0.0676,-0.249069,0
-0.0688,-0.258654,0
-0.07,-0.268239,0
-0.0712,-0.277824,0
-0.0724,-0.287409,0
-0.0736,-0.296994,0
-0.0748,-0.306579,0
-0.076,-0.316164,0
-0.0772,-0.325749,0
-0.0784,-0.335334,0
-0.0796,-0.344919,0
-0.0808,-0.354504,0
-0.082,-0.364089,0
-0.0832,-0.373674,0
-0.0844,-0.383259,0
-0.0856,-0.392844,0
-0.0868,-0.402429,0
-0.088,-0.412014,0
-0.0892,-0.421599,0
-0.0904,-0.431184,0
-0.0916,-0.44077,0
-0.0928,-0.450355,0
-0.094,-0.45994,0
-0.0952,-0.469525,0
-0.0964,-0.47911,0
-0.0976,-0.488695,0
-0.0988,-0.49828,0
-0.1,-0.507865,0
-0.1012,-0.51745,0
-0.1024,-0.527035,0
-0.1036,-0.53662,0
-0.1048,-0.546205,0
-0.106,-0.55579,0
-0.1072,-0.565375,0
-0.1084,-0.57496,0
-0.1096,-0.584545,0
-0.1108,-0.59413,0
-0.112,-0.603715,0
-0.1132,-0.6133,0
-0.1144,-0.622885,0
-0.1156,-0.63247,0
-0.1168,-0.642055,0
-0.118,-0.65164,0
-0.1192,-0.661226,0
-0.1204,-0.670811,0
-0.1216,-0.680396,0
-0.1228,-0.689981,0
-0.124,-0.699566,0
-0.1252,-0.709151,0
-0.1264,-0.718736,0
-0.1276,-0.728321,0
-0.1288,-0.737906,0
-0.13,-0.747491,0
-0.1312,-0.757076,0
-0.1324,-0.766661,0
-0.1336,-0.776246,0
-0.1348,-0.785831,0
-0.136,-0.795416,0
-0.1372,-0.805001,0
-0.1384,-0.814586,0
-0.1396,-0.824171,0
-0.1408,-0.833756,0
-0.142,-0.843341,0
-0.1432,-0.852926,0
-0.1444,-0.862511,0
-0.1456,-0.872096,0
-0.1468,-0.881682,0
-0.148,-0.891267,0
-0.1492,-0.900852,0
-0.1504,-0.910437,0
-0.1516,-0.920022,0
-0.1528,-0.929607,0
-0.154,-0.939192,0
-0.1552,-0.948777,0
-0.1564,-0.958362,0
-0.1576,-0.967947,0
-0.1588,-0.977532,0
-0.16,-0.987117,0
-0.05,-0.0290148,0
-0.0515,-0.0385226,0
-0.053,-0.0480304,0
-0.0545,-0.0575383,0
-0.056,-0.0670461,0
-0.0575,-0.0765539,0
-0.059,-0.0860617,0
-0.0605,-0.0955695,0
-0.062,-0.105077,0
-0.0635,-0.114585,0
-0.065,-0.124093,0
-0.0665,-0.133601,0
-0.068,-0.143109,0
-0.0695,-0.152616,0
-0.071,-0.162124,0
-0.0725,-0.171632,0
-0.074,-0.18114,0
-0.0755,-0.190648,0
-0.077,-0.200155,0
-0.0785,-0.209663,0
-0.08,-0.219171,0
-0.0815,-0.228679,0
-0.083,-0.238187,0
-0.0845,-0.247694,0
-0.086,-0.257202,0
-0.0875,-0.26671,0
-0.089,-0.276218,0
-0.0905,-0.285726,0
-0.092,-0.295234,0
-0.0935,-0.304741,0
-0.095,-0.314249,0
-0.0965,-0.323757,0
-0.098,-0.333265,0
-0.0995,-0.342773,0
-0.101,-0.35228,0
-0.1025,-0.361788,0
-0.104,-0.371296,0
-0.1055,-0.380804,0
-0.107,-0.390312,0
-0.1085,-0.399819,0
-0.11,-0.409327,0
-0.1115,-0.418835,0
-0.113,-0.428343,0
-0.1145,-0.437851,0
-0.116,-0.447358,0
-0.1175,-0.456866,0
-0.119,-0.466374,0
-0.1205,-0.475882,0
-0.122,-0.48539,0
-0.1235,-0.494898,0
-0.125,-0.504405,0
-0.1265,-0.513913,0
-0.128,-0.523421,0
-0.1295,-0.532929,0
-0.131,-0.542437,0
-0.1325,-0.551944,0
-0.134,-0.561452,0
-0.1355,-0.57096,0
-0.137,-0.580468,0
-0.1385,-0.589976,0
-0.14,-0.599483,0
-0.1415,-0.608991,0
-0.143,-0.618499,0
-0.1445,-0.628007,0
-0.146,-0.637515,0
-0.1475,-0.647023,0
-0.149,-0.65653,0
-0.1505,-0.666038,0
-0.152,-0.675546,0
-0.1535,-0.685054,0
-0.155,-0.694562,0
-0.1565,-0.704069,0
-0.158,-0.713577,0
-0.1595,-0.723085,0
-0.161,-0.732593,0
-0.1625,-0.742101,0
-0.164,-0.751608,0
-0.1655,-0.761116,0
-0.167,-0.770624,0
-0.1685,-0.780132,0
-0.17,-0.78964,0
-0.1715,-0.799147,0
-0.173,-0.808655,0
-0.1745,-0.818163,0
-0.176,-0.827671,0
-0.1775,-0.837179,0
-0.179,-0.846687,0
-0.1805,-0.856194,0
-0.182,-0.865702,0
-0.1835,-0.87521,0
-0.185,-0.884718,0
-0.1865,-0.894226,0
-0.188,-0.903733,0
-0.1895,-0.913241,0
-0.191,-0.922749,0
-0.1925,-0.932257,0
-0.194,-0.941765,0
-0.1955,-0.951272,0
-0.197,-0.96078,0
-0.1985,-0.970288,0
-0.2,-0.979796,0
-0.06,-0.0293561,0
-0.0618,-0.0387703,0
-0.0636,-0.0481845,0
-0.0654,-0.0575986,0
-0.0672,-0.0670128,0
-0.069,-0.076427,0
-0.0708,-0.0858411,0
-0.0726,-0.0952553,0
-0.0744,-0.104669,0
-0.0762,-0.114084,0
-0.078,-0.123498,0
-0.0798,-0.132912,0
-0.0816,-0.142326,0
-0.0834,-0.15174,0
-0.0852,-0.161154,0
-0.087,-0.170569,0
-0.0888,-0.179983,0
-0.0906,-0.189397,0
-0.0924,-0.198811,0
-0.0942,-0.208225,0
-0.096,-0.217639,0
-0.0978,-0.227054,0
-0.0996,-0.236468,0
-0.1014,-0.245882,0
-0.1032,-0.255296,0
-0.105,-0.26471,0
-0.1068,-0.274124,0
-0.1086,-0.283539,0
-0.1104,-0.292953,0
-0.1122,-0.302367,0
-0.114,-0.311781,0
-0.1158,-0.321195,0
-0.1176,-0.330609,0
-0.1194,-0.340024,0
-0.1212,-0.349438,0
-0.123,-0.358852,0
-0.1248,-0.368266,0
-0.1266,-0.37768,0
-0.1284,-0.387094,0
-0.1302,-0.396509,0
-0.132,-0.405923,0
-0.1338,-0.415337,0
-0.1356,-0.424751,0
-0.1374,-0.434165,0
-0.1392,-0.443579,0
-0.141,-0.452994,0
-0.1428,-0.462408,0
-0.1446,-0.471822,0
-0.1464,-0.481236,0
-0.1482,-0.49065,0
-0.15,-0.500065,0
-0.1518,-0.509479,0
-0.1536,-0.518893,0
-0.1554,-0.528307,0
-0.1572,-0.537721,0
-0.159,-0.547135,0
-0.1608,-0.55655,0
-0.1626,-0.565964,0
-0.1644,-0.575378,0
-0.1662,-0.584792,0
-0.168,-0.594206,0
-0.1698,-0.60362,0
-0.1716,-0.613035,0
-0.1734,-0.622449,0
-0.1752,-0.631863,0
-0.177,-0.641277,0
-0.1788,-0.650691,0
-0.1806,-0.660105,0
-0.1824,-0.66952,0
-0.1842,-0.678934,0
-0.186,-0.688348,0
-0.1878,-0.697762,0
-0.1896,-0.707176,0
-0.1914,-0.71659,0
-0.1932,-0.726005,0
-0.195,-0.735419,0
-0.1968,-0.744833,0
-0.1986,-0.754247,0
-0.2004,-0.763661,0
-0.2022,-0.773075,0
-0.204,-0.78249,0
-0.2058,-0.791904,0
-0.2076,-0.801318,0
-0.2094,-0.810732,0
-0.2112,-0.820146,0
-0.213,-0.82956,0
-0.2148,-0.838975,0
-0.2166,-0.848389,0
-0.2184,-0.857803,0
-0.2202,-0.867217,0
-0.222,-0.876631,0
-0.2238,-0.886045,0
-0.2256,-0.89546,0
-0.2274,-0.904874,0
-0.2292,-0.914288,0
-0.231,-0.923702,0
-0.2328,-0.933116,0
-0.2346,-0.94253,0
-0.2364,-0.951945,0
-0.2382,-0.961359,0
-0.24,-0.970773,0
-0.07,-0.0296317,0
-0.0721,-0.0389354,0
-0.0742,-0.0482391,0
-0.0763,-0.0575428,0
-0.0784,-0.0668465,0
-0.0805,-0.0761502,0
-0.0826,-0.0854538,0
-0.0847,-0.0947575,0
-0.0868,-0.104061,0
-0.0889,-0.113365,0
-0.091,-0.122669,0
-0.0931,-0.131972,0
-0.0952,-0.141276,0
-0.0973,-0.15058,0
-0.0994,-0.159883,0
-0.1015,-0.169187,0
-0.1036,-0.178491,0
-0.1057,-0.187794,0
-0.1078,-0.197098,0
-0.1099,-0.206402,0
-0.112,-0.215705,0
-0.1141,-0.225009,0
-0.1162,-0.234313,0
-0.1183,-0.243616,0
-0.1204,-0.25292,0
-0.1225,-0.262224,0
-0.1246,-0.271527,0
-0.1267,-0.280831,0
-0.1288,-0.290135,0
-0.1309,-0.299439,0
-0.133,-0.308742,0
-0.1351,-0.318046,0
-0.1372,-0.32735,0
-0.1393,-0.336653,0
-0.1414,-0.345957,0
-0.1435,-0.355261,0
-0.1456,-0.364564,0
-0.1477,-0.373868,0
-0.1498,-0.383172,0
-0.1519,-0.392475,0
-0.154,-0.401779,0
-0.1561,-0.411083,0
-0.1582,-0.420386,0
-0.1603,-0.42969,0
-0.1624,-0.438994,0
-0.1645,-0.448297,0
-0.1666,-0.457601,0
-0.1687,-0.466905,0
-0.1708,-0.476209,0
-0.1729,-0.485512,0
-0.175,-0.494816,0
-0.1771,-0.50412,0
-0.1792,-0.513423,0
-0.1813,-0.522727,0
-0.1834,-0.532031,0
-0.1855,-0.541334,0
-0.1876,-0.550638,0
-0.1897,-0.559942,0
-0.1918,-0.569245,0
-0.1939,-0.578549,0
-0.196,-0.587853,0
-0.1981,-0.597156,0
-0.2002,-0.60646,0
-0.2023,-0.615764,0
-0.2044,-0.625067,0
-0.2065,-0.634371,0
-0.2086,-0.643675,0
-0.2107,-0.652978,0
-0.2128,-0.662282,0
-0.2149,-0.671586,0
-0.217,-0.68089,0
-0.2191,-0.690193,0
-0.2212,-0.699497,0
-0.2233,-0.708801,0
-0.2254,-0.718104,0
-0.2275,-0.727408,0
-0.2296,-0.736712,0
-0.2317,-0.746015,0
-0.2338,-0.755319,0
-0.2359,-0.764623,0
-0.238,-0.773926,0
-0.2401,-0.78323,0
-0.2422,-0.792534,0
-0.2443,-0.801837,0
-0.2464,-0.811141,0
-0.2485,-0.820445,0
-0.2506,-0.829748,0
-0.2527,-0.839052,0
-0.2548,-0.848356,0
-0.2569,-0.857659,0
-0.259,-0.866963,0
-0.2611,-0.876267,0
-0.2632,-0.885571,0
-0.2653,-0.894874,0
-0.2674,-0.904178,0
-0.2695,-0.913482,0
-0.2716,-0.922785,0
-0.2737,-0.932089,0
-0.2758,-0.941393,0
-0.2779,-0.950696,0
-0.28,-0.96,0
-0.08,-0.0298363,0
-0.0824,-0.0390121,0
-0.0848,-0.0481879,0
-0.0872,-0.0573637,0
-0.0896,-0.0665395,0
-0.092,-0.0757153,0
-0.0944,-0.0848912,0
-0.0968,-0.094067,0
-0.0992,-0.103243,0
-0.1016,-0.112419,0
-0.104,-0.121594,0
-0.1064,-0.13077,0
-0.1088,-0.139946,0
-0.1112,-0.149122,0
-0.1136,-0.158298,0
-0.116,-0.167473,0
-0.1184,-0.176649,0
-0.1208,-0.185825,0
-0.1232,-0.195001,0
-0.1256,-0.204177,0
-0.128,-0.213353,0
-0.1304,-0.222528,0
-0.1328,-0.231704,0
-0.1352,-0.24088,0
-0.1376,-0.250056,0
-0.14,-0.259232,0
-0.1424,-0.268407,0
-0.1448,-0.277583,0
-0.1472,-0.286759,0
-0.1496,-0.295935,0
-0.152,-0.305111,0
-0.1544,-0.314286,0
-0.1568,-0.323462,0
-0.1592,-0.332638,0
-0.1616,-0.341814,0
-0.164,-0.35099,0
-0.1664,-0.360166,0
-0.1688,-0.369341,0
-0.1712,-0.378517,0
-0.1736,-0.387693,0
-0.176,-0.396869,0
-0.1784,-0.406045,0
-0.1808,-0.41522,0
-0.1832,-0.424396,0
-0.1856,-0.433572,0
-0.188,-0.442748,0
-0.1904,-0.451924,0
-0.1928,-0.461099,0
-0.1952,-0.470275,0
-0.1976,-0.479451,0
-0.2,-0.488627,0
-0.2024,-0.497803,0
-0.2048,-0.506979,0
-0.2072,-0.516154,0
-0.2096,-0.52533,0
-0.212,-0.534506,0
-0.2144,-0.543682,0
-0.2168,-0.552858,0
-0.2192,-0.562033,0
-0.2216,-0.571209,0
-0.224,-0.580385,0
-0.2264,-0.589561,0
-0.2288,-0.598737,0
-0.2312,-0.607912,0
-0.2336,-0.617088,0
-0.236,-0.626264,0
-0.2384,-0.63544,0
-0.2408,-0.644616,0
-0.2432,-0.653792,0
-0.2456,-0.662967,0
-0.248,-0.672143,0
-0.2504,-0.681319,0
-0.2528,-0.690495,0
-0.2552,-0.699671,0
-0.2576,-0.708846,0
-0.26,-0.718022,0
-0.2624,-0.727198,0
-0.2648,-0.736374,0
-0.2672,-0.74555,0
-0.2696,-0.754725,0
-0.272,-0.763901,0
-0.2744,-0.773077,0
-0.2768,-0.782253,0
-0.2792,-0.791429,0
-0.2816,-0.800605,0
-0.284,-0.80978,0
-0.2864,-0.818956,0
-0.2888,-0.828132,0
-0.2912,-0.837308,0
-0.2936,-0.846484,0
-0.296,-0.855659,0
-0.2984,-0.864835,0
-0.3008,-0.874011,0
-0.3032,-0.883187,0
-0.3056,-0.892363,0
-0.308,-0.901538,0
-0.3104,-0.910714,0
-0.3128,-0.91989,0
-0.3152,-0.929066,0
-0.3176,-0.938242,0
-0.32,-0.947418,0
-0.09,-0.029964,0
-0.0927,-0.0389939,0
-0.0954,-0.0480238,0
-0.0981,-0.0570537,0
-0.1008,-0.0660836,0
-0.1035,-0.0751134,0
-0.1062,-0.0841433,0
-0.1089,-0.0931732,0
-0.1116,-0.102203,0
-0.1143,-0.111233,0
-0.117,-0.120263,0
-0.1197,-0.129293,0
-0.1224,-0.138323,0
-0.1251,-0.147353,0
-0.1278,-0.156382,0
-0.1305,-0.165412,0
-0.1332,-0.174442,0
-0.1359,-0.183472,0
-0.1386,-0.192502,0
-0.1413,-0.201532,0
-0.144,-0.210562,0
-0.1467,-0.219592,0
-0.1494,-0.228621,0
-0.1521,-0.237651,0
-0.1548,-0.246681,0
-0.1575,-0.255711,0
-0.1602,-0.264741,0
-0.1629,-0.273771,0
-0.1656,-0.282801,0
-0.1683,-0.291831,0
-0.171,-0.300861,0
-0.1737,-0.30989,0
-0.1764,-0.31892,0
-0.1791,-0.32795,0
-0.1818,-0.33698,0
-0.1845,-0.34601,0
-0.1872,-0.35504,0
-0.1899,-0.36407,0
-0.1926,-0.3731,0
-0.1953,-0.382129,0
-0.198,-0.391159,0
-0.2007,-0.400189,0
-0.2034,-0.409219,0
-0.2061,-0.418249,0
-0.2088,-0.427279,0
-0.2115,-0.436309,0
-0.2142,-0.445339,0
-0.2169,-0.454369,0
-0.2196,-0.463398,0
-0.2223,-0.472428,0
-0.225,-0.481458,0
-0.2277,-0.490488,0
-0.2304,-0.499518,0
-0.2331,-0.508548,0
-0.2358,-0.517578,0
-0.2385,-0.526608,0
-0.2412,-0.535637,0
-0.2439,-0.544667,0
-0.2466,-0.553697,0
-0.2493,-0.562727,0
-0.252,-0.571757,0
-0.2547,-0.580787,0
-0.2574,-0.589817,0
-0.2601,-0.598847,0
-0.2628,-0.607877,0
-0.2655,-0.616906,0
-0.2682,-0.625936,0
-0.2709,-0.634966,0
-0.2736,-0.643996,0
-0.2763,-0.653026,0
-0.279,-0.662056,0
-0.2817,-0.671086,0
-0.2844,-0.680116,0
-0.2871,-0.689145,0
-0.2898,-0.698175,0
-0.2925,-0.707205,0
-0.2952,-0.716235,0
-0.2979,-0.725265,0
-0.3006,-0.734295,0
-0.3033,-0.743325,0
-0.306,-0.752355,0
-0.3087,-0.761385,0
-0.3114,-0.770414,0
-0.3141,-0.779444,0
-0.3168,-0.788474,0
-0.3195,-0.797504,0
-0.3222,-0.806534,0
-0.3249,-0.815564,0
-0.3276,-0.824594,0
-0.3303,-0.833624,0
-0.333,-0.842653,0
-0.3357,-0.851683,0
-0.3384,-0.860713,0
-0.3411,-0.869743,0
-0.3438,-0.878773,0
-0.3465,-0.887803,0
-0.3492,-0.896833,0
-0.3519,-0.905863,0
-0.3546,-0.914893,0
-0.3573,-0.923922,0
-0.36,-0.932952,0
-0.1,-0.0300085,0
-0.103,-0.0388736,0
-0.106,-0.0477387,0
-0.109,-0.0566037,0
-0.112,-0.0654688,0
-0.115,-0.0743339,0
-0.118,-0.0831989,0
-0.121,-0.092064,0
-0.124,-0.100929,0
-0.127,-0.109794,0
-0.13,-0.118659,0
-0.133,-0.127524,0
-0.136,-0.136389,0
-0.139,-0.145254,0
-0.142,-0.154119,0
-0.145,-0.162985,0
-0.148,-0.17185,0
-0.151,-0.180715,0
-0.154,-0.18958,0
